what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1365935502792
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1365935504860
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.edit.text.c.format",1365935516241
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365935523736
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1365935589807
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1365935593655
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1365935629047
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1365935630682
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1365935653892
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365935681746
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365935783804
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365935839305
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365935943487
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1365935949561
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365935954683
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365935975965
started,bundle,it.baeyens.avreclipse.ui,4.0.8,"it.baeyens.avreclipse.ui",1365936001357
executed,command,it.baeyens.avreclipse.ui,4.0.8,"it.baeyens.avreclipse.commands.uploadproject",1365936002219
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1365936002898
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1365936002983
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1365936002985
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1365936002987
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365936003057
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365936006162
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365936016668
started,bundle,it.baeyens.arduino.core,1.2.3.4,"it.baeyens.arduino.core",1365936021996
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365936125586
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1365936125626
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365936130980
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365936139335
executed,command,it.baeyens.avreclipse.ui,4.0.8,"it.baeyens.avreclipse.commands.uploadproject",1365936154122
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365936154475
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365936158084
executed,command,it.baeyens.avreclipse.ui,4.0.8,"it.baeyens.avreclipse.commands.uploadproject",1365936362980
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365936363309
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365936366977
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365936394996
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365937706095
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1365937708182
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1365937713954
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1365937716938
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365937741273
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365937764243
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1365937765085
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1365937765690
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1365937767504
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365937769756
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365937777293
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365937808889
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365937895810
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1365937895858
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365937909096
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365937925912
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1365937925990
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365937933604
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365937947871
